SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,1,1,41,1,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,0,Bank transfer (automatic),68.5,2839.95,0
0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.55,80.55,0
0,1,0,7,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.25,580.1,0
0,1,1,25,1,No,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Electronic check,90.4,2178.6,1
0,1,1,67,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,0,Electronic check,89.55,6038.55,0
0,1,1,5,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,55.7,259.4,0
0,0,1,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,24.8,324.15,0
0,1,1,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.0,417.65,0
0,1,1,3,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,56.15,168.15,1
0,1,1,54,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,105.2,5637.85,0
0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.55,839.4,0
0,1,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.75,769.1,0
0,0,0,63,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,0,Bank transfer (automatic),97.45,6253.0,0
0,1,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.25,1641.8,0
0,0,0,69,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.6,1678.05,0
0,1,0,40,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.15,2058.5,0
0,0,0,60,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),39.6,2424.5,0
0,0,0,4,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),94.4,387.2,1
1,0,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,89.85,6293.45,0
0,1,0,37,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),78.95,2839.65,1
0,1,0,32,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),98.85,3145.9,0
0,0,0,39,1,Yes,DSL,No,No,No,Yes,No,No,Two year,1,Credit card (automatic),53.85,2200.7,0
0,0,0,38,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,24.25,914.4,0
0,0,0,52,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Credit card (automatic),89.45,4577.75,0
0,1,1,48,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),105.25,4997.5,0
0,1,1,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),59.5,4144.8,0
0,0,0,20,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.55,1493.55,0
0,0,0,50,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),82.5,4179.1,0
0,0,0,19,0,No phone service,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),44.85,893.55,1
0,1,1,25,1,No,DSL,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),61.6,1611.0,0
0,0,0,12,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.05,593.05,0
1,1,0,39,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.65,4284.8,1
0,0,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,74.65,544.55,1
0,1,1,23,1,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Mailed check,66.25,1533.8,0
0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,529.8,0
1,0,0,47,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),86.05,3865.6,0
0,1,1,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.15,515.75,0
0,1,0,14,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),64.7,941.0,1
1,1,0,11,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.05,1133.65,1
0,0,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.25,48.35,0
0,1,1,26,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.95,2070.05,0
1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.65,8333.95,0
0,1,1,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.0,1209.25,0
0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.8,1396.25,0
0,1,1,11,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),65.15,723.35,0
1,1,0,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,228.65,0
0,0,1,13,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.95,1161.75,0
0,0,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,98.35,0
1,1,1,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.2,775.3,0
0,1,0,18,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),56.8,1074.65,0
0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,35.55,35.55,1
0,1,0,32,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.5,2324.7,0
0,0,0,29,0,No phone service,DSL,Yes,No,No,Yes,No,No,One year,0,Mailed check,35.6,1072.6,0
0,0,0,3,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,60.25,170.5,0
0,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.15,196.9,1
0,1,1,13,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,96.65,1162.85,1
0,0,0,41,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,40.35,1677.85,0
0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,18.85,18.85,0
0,0,0,7,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Mailed check,54.85,370.4,0
0,1,0,52,1,No,DSL,Yes,No,Yes,No,Yes,No,One year,1,Mailed check,64.3,3410.6,0
0,1,1,45,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.65,1138.8,0
0,1,0,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),76.1,5264.25,0
0,0,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,18.7,1005.7,0
1,1,0,62,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),97.95,5936.55,0
0,1,0,60,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.1,5475.9,0
1,1,0,3,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.4,224.05,1
1,1,0,23,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,2326.05,0
0,0,1,1,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,31.35,31.35,1
0,0,0,67,1,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),72.35,4991.5,0
0,0,0,12,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.75,1052.4,1
1,1,0,71,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),82.7,5831.2,0
0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.9,510.8,0
0,0,0,5,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,53.8,283.95,0
0,0,0,26,1,Yes,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),51.55,1295.4,0
0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,19.65,0
1,0,0,70,0,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),44.05,3011.65,0
0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,114.0,8093.15,0
0,1,0,60,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,94.4,5610.25,1
1,1,1,32,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.4,3217.65,0
0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.85,19.85,1
0,0,0,14,1,Yes,DSL,No,Yes,No,No,No,No,One year,1,Mailed check,54.25,773.2,0
0,0,0,13,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),80.0,1029.35,0
0,0,0,6,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.9,669.45,1
0,0,0,46,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Mailed check,79.2,3593.8,0
0,0,0,15,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,101.35,1553.95,1
1,1,0,43,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,94.3,3953.15,0
0,0,0,39,1,No,DSL,No,No,No,Yes,No,No,Two year,1,Bank transfer (automatic),49.8,1971.15,0
1,0,0,21,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),60.05,1236.15,1
0,0,0,57,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,53.75,3196.0,0
0,1,0,53,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Electronic check,93.45,4872.2,0
0,1,1,18,1,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,87.9,1500.5,0
0,0,0,1,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,60.15,60.15,1
0,1,0,58,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,1,Bank transfer (automatic),61.05,3478.75,0
1,0,0,71,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),104.05,7413.55,0
0,0,0,35,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.25,3532.0,0
0,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),85.7,256.75,0
0,0,0,38,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,104.85,3887.25,0
0,1,1,35,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),69.15,2490.15,0
0,0,0,7,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,90.45,593.45,1
0,0,0,47,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,74.45,3510.3,0
0,0,0,14,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.45,765.45,0
1,1,0,20,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,60.0,1259.35,0
0,1,0,66,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,85.25,5538.35,0
0,1,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.45,340.85,0
0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.75,844.45,0
0,1,0,17,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,78.9,1348.95,0
0,0,0,37,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),104.5,3778.0,0
0,0,0,12,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,49.4,611.65,0
0,1,0,53,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),94.25,4867.95,1
0,0,0,60,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,1505.05,0
0,1,1,18,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),25.55,467.85,0
0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,74.9,1
0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,194.2,0
0,0,1,9,1,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),69.4,571.45,0
0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.25,80.25,1
0,1,0,56,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,1,Electronic check,93.15,5253.95,0
0,1,1,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,1149.65,1
0,1,1,11,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,66.35,740.8,1
0,0,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,521.35,0
0,1,1,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.2,1412.65,0
0,0,0,19,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),86.0,1532.45,1
0,1,1,3,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.3,250.05,1
0,1,1,54,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.4,1090.6,0
0,1,0,62,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),23.75,1446.8,0
0,0,0,24,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),90.55,2282.55,1
0,1,1,62,1,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),70.45,4300.45,0
0,0,0,17,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),65.75,1111.2,0
0,0,0,9,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.6,190.1,0
0,1,1,64,1,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Mailed check,69.25,4447.75,0
0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.9,143.35,1
0,1,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.85,45.85,1
0,1,0,16,0,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,49.95,810.2,1
0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.65,1830.05,0
0,0,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),90.4,2820.65,0
0,1,0,49,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,100.85,4847.35,0
0,1,0,61,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),75.35,4729.3,0
0,1,1,47,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,87.2,4017.45,0
0,0,0,20,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),64.4,1398.6,0
0,1,1,34,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.3,2564.3,1
0,1,1,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.7,1685.9,0
0,0,1,54,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,105.85,5826.65,0
1,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Mailed check,98.3,6066.55,0
0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.95,228.4,1
0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,270.2,0
1,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.15,1529.2,1
0,1,1,3,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Credit card (automatic),58.7,168.6,0
0,0,0,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.15,536.35,0
0,0,0,30,1,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,64.5,1888.45,0
0,1,0,21,0,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,28.5,629.35,0
0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.3,45.3,1
0,0,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.4,289.3,1
1,1,0,23,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.45,2117.25,0
0,1,1,45,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,105.15,4730.9,0
0,1,1,24,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),83.15,2033.05,0
0,0,0,11,1,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,90.15,987.95,1
0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.05,45.05,1
0,1,0,56,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),103.2,5744.35,0
0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,75.8,75.8,1
0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45,0
0,0,0,7,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.3,523.15,1
1,1,0,55,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),88.8,4805.3,0
0,0,0,2,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,30.9,59.05,1
0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.9,6110.75,0
1,0,0,45,0,No phone service,DSL,No,No,No,No,No,Yes,One year,0,Electronic check,34.2,1596.6,0
0,0,0,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,1046.2,0
1,0,0,46,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),95.25,4424.2,1
0,0,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.3,92.75,0
0,1,0,2,1,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,80.15,194.55,0
0,1,0,12,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,51.25,612.1,0
1,1,0,68,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),89.6,6127.6,1
0,1,1,69,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),95.2,6671.7,0
1,0,1,56,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,0,Credit card (automatic),94.8,5264.3,0
1,0,0,4,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,80.25,303.7,0
0,1,0,64,1,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),76.1,4818.8,0
0,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,110.15,6448.05,1
0,1,1,62,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),115.55,7159.05,0
0,1,1,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.65,1574.5,0
0,0,0,53,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,53.6,2879.2,0
0,1,1,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.45,86.05,0
1,1,0,49,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,88.2,4159.45,0
0,1,1,62,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),101.15,6638.35,0
0,1,0,55,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Mailed check,56.8,3112.05,0
1,1,0,71,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Electronic check,99.4,7168.25,0
0,1,1,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.1,1326.25,0
